institution_id,name,type,address,postcode,state,lat,lon,precision,lga_name,accreditation_level
Somali_Elders_Group_in_Victoria,Somali Elders Group in Victoria,cop,,3084,VIC,-37.744406,145.082685,postcode_centroid,Banyule,
Walker_Close_&_Brooklyn_Hall_Association,Walker Close & Brooklyn Hall Association,cop,,3015,VIC,-37.838242,144.880556,postcode_centroid,Hobsons Bay,
Multicultural_Women_Victoria,Multicultural Women Victoria,cop,,3000,VIC,-37.81443733,144.9825846,postcode_centroid,Melbourne,
Australia-Korea_Business_Council,Australia-Korea Business Council,cop,,3000,VIC,-37.81443733,144.9825846,postcode_centroid,Melbourne,
The_Federation_of_Chinese_Associations_(VIC),The Federation of Chinese Associations (VIC),cop,,3000,VIC,-37.81443733,144.9825846,postcode_centroid,Melbourne,
Malayalee_Association_of_Victoria,Malayalee Association of Victoria,cop,,3810,VIC,-38.04658,145.472514,postcode_centroid,Cardinia,
Malayalee_Association_of_Victoria,Malayalee Association of Victoria,cop,,3805,VIC,-38.037026,145.304198,postcode_centroid,Casey,
Malayalee_Association_of_Victoria,Malayalee Association of Victoria,cop,,3977,VIC,-38.1466398,145.2695101,postcode_centroid,Frankston,
Malayalee_Association_of_Victoria,Malayalee Association of Victoria,cop,,3175,VIC,-38.016114,145.208504,postcode_centroid,Casey,
Astha_Nepali_Hindu_Society_of_Victoria_Shree_Pashupatinath_Temple,Astha Nepali Hindu Society of Victoria Shree Pashupatinath Temple,cop,,3977,VIC,-38.1466398,145.2695101,postcode_centroid,Frankston,
Filipino_Australian_Seniors_Association,Filipino Australian Seniors Association,cop,,3192,VIC,-37.965655,145.0623,postcode_centroid,Bayside (Vic.),
Diwali_&_Holi_in_West,Diwali & Holi in West,cop,,3337,VIC,-37.65724033,144.5462424,postcode_centroid,Macedon Ranges,
Indian_Women_in_Australia,Indian Women in Australia,cop,,3337,VIC,-37.65724033,144.5462424,postcode_centroid,Macedon Ranges,
Nepalese_Neighbourhood_Community,Nepalese Neighbourhood Community,cop,,3757,VIC,-37.469784,145.182221,postcode_centroid,Nillumbik,
Northern_Melbourne_Marathi_Mandal,Northern Melbourne Marathi Mandal,cop,,3043,VIC,-37.691916,144.888368,postcode_centroid,Brimbank,
Northern_Melbourne_Marathi_Mandal,Northern Melbourne Marathi Mandal,cop,,3757,VIC,-37.469784,145.182221,postcode_centroid,Nillumbik,
Asha_Global_Foundation,Asha Global Foundation,cop,,3805,VIC,-38.037026,145.304198,postcode_centroid,Casey,
Libyan_Women's_Association_Incorporated,Libyan Women's Association Incorporated,cop,,3757,VIC,-37.469784,145.182221,postcode_centroid,Nillumbik,
